storeid,itemid,price
3,49,75.15,2020-12-19
258,14,55.46,2020-12-21
364,38,20.64,2020-03-17
719,9,34.42,2020-12-21
939,47,32.92,2020-11-14
785,49,88.61,2020-11-04
476,50,31.26,2020-06-23
494,43,74.28,2020-10-27
887,17,82.82,2020-07-01
438,26,24.33,2020-01-28
268,27,47.1,2020-05-26
882,47,10.38,2020-07-20
742,11,69.51,2020-01-01
919,49,95.03,2020-05-03
336,29,37.53,2020-12-15
814,48,27.08,2020-05-08
922,16,27.81,2020-05-10
591,37,59.35,2020-03-01
360,8,46.6,2020-06-12
570,4,41.53,2020-07-16
991,11,52.59,2020-10-03
711,43,54.63,2020-11-03
379,50,38.24,2020-05-25
432,19,86.42,2020-09-06
503,1,56.56,2020-10-09
283,13,15.76,2020-05-28
889,42,67.4,2020-11-08
732,5,33.28,2020-05-13
618,12,58.46,2020-11-06
873,39,53.12,2020-04-11
751,46,25.0,2020-06-05
610,39,99.14,2020-04-01
668,44,45.86,2020-04-06
509,27,11.71,2020-05-20
185,27,72.15,2020-06-02
528,49,30.02,2020-06-24
287,26,5.49,2020-10-16
955,10,35.02,2020-01-15
331,16,32.21,2020-04-19
911,21,44.55,2020-08-22
544,39,84.91,2020-10-18
941,23,73.57,2020-12-24
450,50,46.58,2020-07-19
310,9,7.82,2020-11-29
483,34,0.63,2020-11-12
996,38,48.5,2020-10-23
512,28,66.44,2020-01-22
232,42,15.58,2020-03-07
349,21,39.6,2020-12-16
456,26,40.99,2020-07-10
946,23,34.09,2020-04-24
518,20,99.78,2020-06-07
339,39,12.89,2020-02-01
12,20,10.67,2020-04-01
579,49,80.98,2020-11-24
253,33,58.03,2020-05-31
513,21,74.85,2020-11-04
277,21,73.07,2020-11-07
236,37,29.35,2020-09-17
405,36,56.45,2020-09-19
692,15,52.12,2020-08-13
496,9,13.45,2020-10-20
268,32,21.25,2020-10-21
628,32,81.63,2020-02-13
506,4,27.56,2020-02-16
648,50,12.17,2020-04-03
610,17,35.19,2020-09-18
298,18,1.69,2020-01-17
543,9,80.18,2020-04-20
731,2,27.62,2020-11-25
616,27,77.3,2020-09-23
166,18,45.09,2020-06-27
833,16,60.6,2020-11-18
806,25,92.49,2020-11-09
333,38,44.48,2020-07-20
721,2,84.13,2020-05-31
327,44,84.24,2020-03-17
307,23,32.67,2020-10-04
815,19,16.61,2020-01-22
796,31,41.82,2020-05-25
305,15,2.53,2020-06-18
17,21,89.7,2020-02-03
580,33,78.01,2020-10-10
814,28,1.97,2020-07-19
151,6,12.93,2020-01-27
163,32,33.13,2020-09-11
303,11,85.04,2020-06-23
899,39,41.29,2020-04-18
461,44,10.61,2020-05-04
349,25,77.25,2020-03-04
984,21,63.49,2020-10-26
660,31,3.56,2020-10-28
36,33,1.36,2020-10-30
3,41,4.44,2020-04-16
942,26,74.79,2020-04-10
275,50,45.8,2020-12-12
606,3,60.13,2020-10-22
391,13,51.79,2020-04-24
398,19,1.02,2020-08-21
461,43,92.65,2020-04-01
43,13,25.74,2020-01-21
954,38,87.97,2020-08-10
21,39,39.11,2020-06-08
901,43,0.37,2020-04-18
39,49,93.32,2020-06-02
792,12,89.73,2020-03-24
441,14,13.31,2020-08-26
912,2,39.76,2020-04-16
762,47,49.31,2020-04-25
962,13,68.85,2020-10-18
227,50,32.51,2020-09-23
540,37,44.01,2020-03-19
564,40,47.04,2020-11-22
139,28,28.08,2020-08-03
817,36,83.69,2020-05-21
642,35,39.28,2020-01-03
680,20,46.53,2020-01-16
193,41,50.73,2020-02-22
998,46,34.87,2020-07-25
203,15,33.22,2020-12-07
812,33,0.56,2020-08-12
172,39,66.75,2020-02-20
163,18,9.48,2020-07-28
934,10,99.12,2020-08-31
926,46,3.95,2020-09-25
947,2,95.4,2020-02-12
137,42,13.98,2020-11-16
305,29,1.18,2020-08-29
472,47,13.91,2020-12-06
876,47,19.65,2020-11-09
386,32,8.79,2020-05-12
835,45,23.96,2020-09-07
732,48,23.79,2020-01-06
556,16,92.35,2020-08-27
968,49,60.97,2020-05-21
220,17,75.22,2020-05-30
918,25,23.71,2020-05-24
450,12,15.66,2020-07-08
99,15,57.56,2020-10-20
146,26,88.38,2020-06-23
110,41,32.85,2020-01-18
444,18,23.73,2020-09-21
854,32,6.05,2020-02-17
116,6,33.46,2020-10-14
25,47,38.7,2020-12-20
641,41,59.71,2020-12-10
166,25,68.13,2020-11-14
189,48,22.95,2020-01-05
973,6,23.95,2020-08-11
736,44,71.49,2020-12-09
247,9,95.31,2020-09-18
324,36,52.86,2020-07-16
227,1,59.7,2020-11-02
984,18,62.9,2020-01-29
171,38,77.08,2020-09-13
659,39,56.98,2020-12-17
513,21,2.92,2020-12-29
893,24,56.2,2020-11-29
533,19,25.76,2020-03-26
418,8,90.97,2020-12-29
497,1,66.33,2020-03-06
562,34,53.07,2020-05-12
641,21,42.82,2020-10-25
106,40,43.16,2020-12-22
852,44,46.63,2020-06-16
723,42,45.66,2020-04-03
350,28,28.8,2020-06-19
936,42,48.65,2020-11-26
911,28,74.51,2020-01-16
868,33,6.09,2020-04-20
239,48,89.97,2020-04-27
270,43,30.64,2020-04-23
6,33,81.85,2020-11-27
351,10,26.51,2020-08-24
660,12,16.64,2020-12-22
157,15,79.39,2020-05-19
842,2,38.07,2020-03-04
595,14,91.95,2020-09-22
271,32,21.1,2020-04-18
371,18,31.26,2020-02-28
168,30,35.79,2020-07-05
796,41,7.41,2020-08-06
991,47,13.47,2020-10-05
342,6,88.87,2020-12-24
499,42,76.89,2020-10-24
711,50,65.06,2020-04-01
208,50,84.74,2020-12-20
963,7,58.79,2020-08-22
989,6,55.98,2020-11-10
490,41,44.37,2020-11-14
728,7,21.59,2020-12-21
580,13,74.99,2020-09-04
156,47,76.89,2020-06-10
453,26,36.88,2020-08-10
235,24,31.11,2020-04-19
420,36,69.61,2020-05-01
898,50,80.71,2020-05-02
185,21,41.93,2020-06-19
355,30,53.98,2020-01-06
90,25,18.64,2020-12-18
613,48,88.53,2020-09-27
822,11,87.73,2020-01-03
63,23,41.78,2020-09-20
943,35,0.96,2020-03-19
332,17,96.42,2020-04-27
747,37,0.18,2020-02-11
738,32,17.45,2020-11-05
258,11,3.93,2020-03-07
10,4,48.63,2020-01-29
366,44,26.99,2020-03-31
535,50,87.36,2020-12-07
288,28,83.54,2020-02-04
176,17,81.36,2020-07-10
754,22,33.4,2020-01-15
466,38,66.57,2020-07-04
101,38,58.63,2020-08-10
551,12,11.04,2020-02-11
497,43,52.29,2020-08-29
830,38,82.45,2020-09-16
42,41,6.6,2020-05-16
237,5,95.85,2020-06-07
215,3,96.58,2020-10-22
336,24,60.47,2020-07-27
749,8,88.93,2020-11-29
850,30,24.72,2020-01-21
783,13,49.21,2020-11-13
390,44,27.55,2020-09-15
19,19,55.22,2020-03-23
996,41,20.59,2020-07-29
187,24,79.78,2020-01-18
901,11,77.65,2020-10-18
89,23,43.01,2020-09-20
361,10,77.37,2020-10-27
886,14,50.33,2020-04-03
589,48,21.0,2020-11-25
604,27,34.25,2020-03-17
274,18,85.01,2020-09-19
749,2,60.5,2020-02-11
132,7,64.6,2020-01-25
612,32,22.75,2020-01-14
102,42,25.19,2020-01-19
401,38,43.77,2020-02-14
114,35,69.37,2020-07-24
529,35,57.87,2020-09-03
968,40,87.73,2020-12-27
629,15,5.09,2020-08-20
689,4,60.35,2020-11-28
494,30,3.66,2020-10-23
228,48,55.14,2020-11-11
201,23,6.32,2020-11-07
306,18,73.81,2020-01-16
904,50,72.8,2020-08-04
875,38,79.35,2020-09-21
273,49,14.45,2020-12-15
479,31,6.94,2020-09-30
609,21,76.38,2020-11-26
588,11,45.5,2020-09-21
975,49,83.96,2020-03-03
379,7,88.2,2020-10-17
265,23,28.47,2020-10-24
5,31,84.54,2020-09-20
406,34,29.82,2020-07-26
243,37,90.17,2020-06-11
403,35,74.9,2020-03-29
673,50,81.56,2020-02-12
436,11,4.81,2020-06-07
576,5,73.74,2020-02-05
495,24,46.2,2020-08-21
201,28,69.2,2020-07-21
141,19,8.64,2020-04-06
450,8,93.3,2020-05-23
781,7,74.34,2020-09-03
536,40,54.56,2020-06-15
66,7,42.07,2020-05-06
618,11,39.91,2020-07-31
717,31,20.78,2020-06-07
688,1,38.05,2020-08-20
433,14,22.77,2020-06-22
144,31,85.52,2020-11-22
570,26,66.23,2020-03-13
940,21,80.35,2020-03-11
537,33,34.85,2020-04-26
521,15,2.12,2020-10-09
688,16,62.05,2020-03-12
740,43,0.39,2020-11-03
719,17,46.47,2020-08-31
115,47,1.05,2020-09-30
429,12,32.69,2020-02-04
951,20,82.11,2020-05-28
450,40,67.6,2020-07-29
175,20,1.61,2020-08-09
259,28,42.48,2020-02-10
947,27,64.21,2020-12-02
842,16,74.69,2020-07-02
200,35,89.62,2020-02-08
964,10,45.84,2020-08-30
664,22,25.69,2020-02-02
845,33,3.09,2020-09-17
572,37,26.64,2020-12-26
122,23,29.57,2020-02-27
333,38,20.63,2020-07-10
635,39,7.76,2020-06-21
175,8,92.14,2020-10-11
975,40,49.56,2020-06-20
952,1,16.5,2020-01-07
109,21,89.91,2020-11-14
87,49,42.42,2020-08-03
382,25,29.02,2020-05-27
751,37,44.51,2020-01-12
823,11,28.31,2020-01-21
480,8,89.34,2020-06-28
668,23,42.17,2020-05-15
515,47,55.62,2020-04-12
130,11,3.48,2020-04-22
668,28,54.16,2020-11-01
641,23,69.48,2020-11-29
830,36,56.81,2020-03-11
35,15,43.98,2020-04-29
684,29,98.78,2020-01-28
785,17,26.01,2020-10-29
723,8,21.49,2020-06-15
700,17,59.76,2020-10-20
838,9,85.72,2020-12-08
962,15,75.35,2020-04-02
357,17,49.62,2020-07-31
712,10,20.15,2020-05-06
318,22,83.03,2020-09-18
676,25,56.8,2020-08-02
98,7,18.7,2020-08-25
462,50,79.1,2020-06-11
201,38,38.62,2020-08-31
310,3,87.25,2020-07-09
694,16,88.92,2020-01-22
550,25,92.82,2020-03-04
59,38,70.67,2020-06-30
115,50,87.11,2020-04-02
466,10,39.94,2020-02-25
503,29,85.94,2020-04-01
463,3,35.0,2020-05-14
813,28,70.23,2020-09-02
79,16,43.79,2020-02-03
816,4,60.89,2020-03-23
191,46,78.39,2020-09-07
270,25,55.93,2020-08-08
370,24,10.33,2020-03-20
771,39,34.35,2020-06-04
205,12,63.67,2020-10-06
188,22,87.18,2020-04-28
408,36,60.79,2020-09-11
630,13,52.7,2020-04-28
120,33,61.6,2020-02-27
324,11,27.47,2020-11-22
157,12,27.68,2020-06-15
666,37,55.85,2020-03-29
800,31,4.44,2020-05-10
137,39,86.65,2020-12-03
894,41,97.51,2020-12-20
517,36,98.29,2020-07-24
674,13,35.64,2020-02-07
768,18,69.84,2020-04-09
826,22,44.03,2020-07-11
164,34,36.44,2020-09-24
501,22,99.88,2020-09-26
515,26,94.7,2020-02-10
913,14,25.53,2020-03-24
405,32,72.8,2020-12-29
484,24,46.07,2020-02-21
337,13,7.59,2020-07-23
422,28,76.39,2020-06-28
886,35,15.71,2020-06-22
676,5,67.88,2020-03-25
864,23,50.13,2020-07-15
444,41,72.46,2020-09-24
795,25,82.55,2020-08-18
919,31,13.82,2020-04-11
900,36,31.62,2020-08-16
708,25,5.74,2020-06-16
22,47,50.51,2020-07-01
578,22,25.37,2020-01-31
667,9,88.44,2020-08-19
812,28,39.74,2020-11-28
506,38,3.16,2020-08-01
457,41,55.53,2020-11-09
659,28,93.49,2020-11-16
256,7,91.49,2020-03-31
113,39,55.82,2020-04-20
524,44,18.35,2020-05-23
87,14,11.66,2020-08-11
800,22,36.07,2020-01-06
203,20,33.18,2020-10-26
141,29,39.13,2020-02-14
22,12,88.52,2020-02-02
940,6,59.32,2020-09-15
32,42,64.27,2020-09-07
332,6,52.47,2020-05-27
674,27,50.72,2020-06-13
649,32,23.87,2020-12-28
543,29,32.86,2020-07-07
333,25,94.4,2020-04-05
988,17,24.54,2020-12-05
523,12,14.09,2020-09-26
834,23,44.17,2020-04-28
624,13,85.84,2020-09-14
960,31,22.84,2020-03-21
522,11,6.73,2020-10-25
9,17,44.44,2020-02-25
270,36,71.12,2020-05-01
964,4,67.27,2020-01-31
63,6,51.12,2020-10-08
737,21,79.47,2020-05-06
562,48,26.49,2020-12-24
909,22,81.45,2020-10-09
129,36,3.41,2020-09-01
708,33,10.31,2020-03-28
801,50,25.92,2020-04-30
467,11,80.31,2020-04-10
179,6,69.82,2020-10-28
686,36,35.46,2020-02-04
263,8,1.36,2020-07-09
946,36,60.69,2020-02-04
334,8,46.87,2020-06-23
849,29,24.64,2020-07-07
96,37,45.55,2020-12-19
816,28,59.55,2020-01-10
213,3,13.14,2020-08-10
379,2,56.72,2020-04-27
150,22,54.08,2020-06-21
443,32,68.72,2020-10-23
643,50,35.74,2020-01-11
886,34,89.31,2020-05-02
500,24,92.81,2020-06-27
226,12,57.81,2020-09-01
185,33,87.96,2020-10-04
510,27,93.59,2020-11-20
311,42,91.07,2020-08-13
26,9,38.93,2020-05-09
610,6,6.11,2020-07-04
999,5,95.97,2020-11-20
444,12,38.71,2020-05-27
805,30,85.18,2020-04-03
916,41,87.2,2020-05-02
424,10,4.1,2020-05-28
937,46,80.57,2020-01-10
331,5,69.03,2020-05-03
566,13,20.82,2020-08-04
884,15,46.9,2020-03-03
893,40,52.46,2020-09-17
736,5,39.9,2020-07-04
492,18,3.26,2020-11-23
327,19,9.31,2020-08-16
926,16,27.49,2020-08-02
155,49,19.8,2020-10-02
408,29,67.37,2020-03-22
545,11,69.26,2020-11-28
306,10,90.49,2020-04-19
883,44,28.89,2020-09-11
475,9,23.05,2020-06-07
285,5,41.55,2020-06-01
317,5,7.82,2020-09-06
270,40,34.36,2020-07-09
994,43,5.59,2020-12-17
390,41,80.97,2020-01-29
373,43,20.91,2020-08-20
861,31,22.98,2020-04-08
892,16,68.52,2020-04-04
396,41,27.37,2020-12-23
855,11,55.02,2020-10-06
456,41,4.18,2020-09-12
21,16,14.69,2020-07-15
964,16,12.5,2020-06-09
731,22,53.01,2020-05-18
380,35,43.22,2020-12-01
791,46,55.83,2020-08-28
830,46,11.2,2020-09-21
555,11,0.3,2020-11-16
223,48,42.67,2020-09-03
492,32,70.62,2020-12-15
642,44,33.04,2020-04-27
3,4,39.91,2020-01-22
265,18,77.86,2020-08-18
462,28,98.72,2020-04-05
683,1,28.04,2020-02-21
621,33,6.26,2020-10-12
575,7,64.36,2020-03-13
138,12,71.17,2020-07-02
668,33,44.86,2020-01-12
11,48,69.18,2020-10-30
949,3,63.95,2020-11-23
3,43,32.26,2020-06-03
48,50,44.83,2020-10-10
737,9,12.08,2020-12-08
804,25,63.39,2020-10-26
468,50,8.58,2020-04-21
756,11,48.82,2020-09-20
162,18,24.04,2020-06-18
352,1,97.96,2020-01-10
98,47,10.37,2020-12-15
260,34,89.93,2020-05-02
272,42,57.78,2020-08-30
249,15,19.25,2020-03-25
459,18,77.41,2020-09-29
277,1,24.78,2020-06-01
192,18,85.17,2020-03-07
660,35,22.73,2020-08-14
836,4,85.89,2020-01-01
939,45,22.16,2020-04-05
643,48,7.43,2020-06-20
508,50,19.88,2020-12-28
928,19,55.34,2020-06-07
145,28,80.6,2020-11-30
718,44,33.61,2020-03-04
955,8,50.64,2020-10-30
411,12,55.6,2020-03-19
302,29,89.18,2020-09-23
848,29,80.22,2020-10-01
698,46,70.17,2020-01-27
632,44,55.91,2020-07-07
319,7,95.36,2020-02-19
821,36,99.62,2020-04-03
155,14,44.22,2020-08-01
342,27,46.41,2020-12-12
514,39,99.5,2020-12-27
33,16,4.76,2020-03-21
619,3,85.54,2020-03-29
70,38,35.32,2020-12-13
453,23,45.65,2020-07-13
419,49,71.04,2020-02-10
746,44,55.29,2020-08-16
520,33,12.13,2020-05-10
92,14,68.22,2020-06-19
601,29,16.84,2020-07-01
27,44,74.6,2020-07-21
444,15,64.0,2020-07-15
429,1,48.83,2020-01-17
852,37,35.31,2020-07-18
129,8,76.42,2020-05-08
826,21,99.28,2020-12-25
910,47,29.76,2020-04-23
481,1,93.39,2020-12-29
35,33,2.74,2020-05-05
756,3,67.82,2020-09-09
414,43,95.11,2020-05-22
85,24,35.06,2020-02-11
377,9,97.51,2020-10-25
32,21,98.81,2020-09-14
671,30,13.48,2020-06-13
523,38,43.73,2020-10-04
297,11,47.77,2020-10-22
795,10,25.85,2020-08-19
553,35,67.27,2020-07-12
496,36,85.28,2020-09-06
408,46,92.59,2020-03-29
480,47,81.76,2020-12-05
842,22,44.89,2020-08-13
803,27,67.09,2020-03-13
657,25,73.57,2020-09-28
623,22,22.96,2020-12-24
405,50,60.47,2020-08-01
851,27,93.15,2020-05-28
459,14,12.71,2020-11-18
869,14,9.66,2020-03-03
137,6,24.4,2020-11-19
84,30,55.55,2020-12-18
309,1,26.83,2020-03-26
756,21,21.5,2020-09-04
70,33,95.67,2020-05-24
901,17,62.81,2020-04-19
141,40,77.64,2020-09-04
845,16,76.35,2020-04-06
396,41,81.04,2020-03-25
489,13,3.53,2020-04-11
579,19,79.28,2020-03-04
978,2,10.71,2020-01-31
882,31,26.58,2020-07-20
189,45,18.39,2020-10-27
472,46,75.9,2020-02-10
22,37,1.68,2020-09-24
544,49,11.8,2020-11-23
801,49,55.67,2020-06-15
836,37,31.69,2020-01-28
634,12,8.64,2020-09-17
297,41,18.07,2020-11-20
159,26,28.35,2020-02-25
414,15,84.76,2020-06-11
452,45,51.5,2020-04-21
207,17,95.46,2020-07-27
966,25,76.3,2020-07-18
982,40,19.17,2020-08-14
910,11,34.88,2020-01-04
690,45,13.65,2020-06-12
792,10,15.98,2020-12-25
118,36,1.85,2020-08-17
542,26,62.62,2020-10-09
347,10,48.22,2020-11-15
223,36,83.92,2020-12-20
280,28,0.03,2020-03-22
265,41,57.74,2020-07-06
519,11,15.06,2020-08-19
825,6,96.64,2020-12-03
978,44,72.32,2020-04-10
49,46,47.1,2020-10-11
912,10,46.65,2020-07-07
120,10,13.04,2020-01-10
781,49,97.15,2020-06-27
294,15,38.45,2020-12-20
728,16,14.16,2020-05-03
65,8,98.41,2020-09-17
285,47,58.86,2020-09-06
657,14,87.36,2020-07-17
561,6,47.04,2020-11-22
960,23,38.96,2020-11-23
338,37,19.91,2020-04-04
177,43,21.91,2020-02-21
389,44,53.1,2020-08-04
485,17,30.24,2020-12-24
411,5,77.21,2020-12-08
95,26,51.93,2020-12-12
513,6,1.01,2020-05-30
599,38,76.17,2020-06-29
292,1,61.61,2020-10-16
248,50,62.08,2020-07-18
63,49,86.79,2020-04-06
506,47,90.9,2020-11-22
880,17,71.33,2020-12-25
36,32,29.97,2020-05-17
824,36,11.25,2020-06-24
628,38,15.32,2020-01-08
265,30,80.53,2020-09-30
575,23,6.27,2020-10-21
426,26,39.82,2020-10-16
176,7,50.17,2020-02-26
289,11,70.46,2020-04-12
797,11,13.61,2020-07-28
47,6,69.48,2020-10-10
891,40,70.78,2020-04-17
493,46,91.73,2020-03-09
194,5,30.92,2020-10-30
651,21,51.18,2020-04-11
441,43,97.19,2020-06-22
780,45,69.76,2020-09-05
801,40,28.72,2020-12-07
476,5,35.44,2020-03-02
495,14,54.21,2020-01-21
858,26,89.0,2020-11-06
781,41,75.6,2020-03-05
758,14,7.57,2020-08-11
785,30,93.35,2020-06-02
458,18,65.04,2020-01-03
654,7,10.94,2020-09-01
683,39,96.87,2020-02-29
495,36,41.94,2020-01-02
806,24,36.58,2020-03-12
777,36,18.46,2020-10-28
199,31,87.96,2020-06-07
869,42,31.25,2020-04-26
402,34,58.21,2020-01-30
658,22,1.57,2020-02-18
240,41,96.13,2020-05-29
334,28,94.58,2020-05-08
563,30,58.48,2020-03-25
51,33,83.9,2020-10-11
268,46,94.65,2020-01-30
198,14,12.3,2020-12-04
335,28,13.91,2020-10-24
627,34,49.8,2020-05-05
383,19,82.22,2020-09-15
972,23,90.91,2020-06-08
185,25,15.26,2020-07-04
650,42,6.85,2020-01-20
37,11,90.19,2020-01-07
881,11,81.19,2020-12-20
553,40,94.11,2020-04-12
870,44,51.01,2020-09-09
854,23,49.75,2020-12-06
243,2,87.47,2020-10-26
340,28,79.19,2020-03-10
84,3,78.23,2020-06-21
402,26,42.54,2020-06-07
972,23,82.52,2020-11-29
213,15,2.2,2020-04-20
471,2,42.49,2020-05-01
600,23,53.26,2020-09-04
346,42,53.86,2020-11-11
343,50,88.78,2020-04-04
40,37,82.01,2020-02-07
702,26,71.35,2020-01-01
196,50,23.9,2020-08-19
347,17,84.17,2020-01-06
132,50,99.92,2020-08-17
174,37,44.16,2020-11-11
323,12,19.72,2020-05-01
371,39,18.9,2020-01-08
372,2,80.91,2020-11-06
914,34,52.33,2020-12-01
441,50,88.49,2020-08-12
456,16,61.61,2020-03-19
760,18,35.55,2020-03-14
709,25,76.74,2020-01-20
269,31,74.99,2020-09-04
829,24,22.55,2020-01-13
311,50,10.3,2020-12-24
43,21,23.45,2020-08-29
923,1,26.2,2020-10-05
399,24,46.15,2020-08-08
964,46,70.61,2020-08-25
494,3,45.11,2020-08-07
431,5,25.87,2020-04-06
768,6,22.27,2020-06-16
526,48,2.33,2020-08-22
303,38,30.4,2020-06-22
405,17,75.53,2020-11-07
393,27,58.4,2020-11-02
35,19,46.34,2020-04-15
165,8,5.63,2020-04-13
534,41,26.31,2020-11-02
21,50,7.46,2020-11-14
308,3,66.18,2020-05-26
593,33,31.31,2020-09-01
390,46,14.95,2020-10-30
300,25,7.17,2020-10-02
136,41,94.21,2020-07-30
343,41,72.54,2020-05-06
715,26,76.88,2020-09-03
523,45,68.66,2020-02-04
467,44,65.33,2020-04-21
279,25,65.65,2020-08-17
636,36,39.85,2020-05-12
569,43,58.91,2020-05-21
818,12,97.85,2020-08-15
142,25,51.99,2020-04-23
264,21,6.06,2020-07-04
862,40,56.31,2020-12-08
338,3,62.37,2020-11-24
190,45,44.67,2020-05-17
616,20,20.81,2020-09-03
857,33,29.19,2020-06-11
211,46,93.16,2020-03-04
270,4,42.88,2020-04-15
189,17,97.27,2020-04-17
551,46,57.77,2020-04-21
679,2,55.48,2020-05-13
225,25,55.52,2020-09-24
506,33,75.18,2020-11-30
473,20,14.3,2020-12-14
405,29,46.33,2020-03-14
727,24,43.41,2020-02-28
661,21,29.11,2020-10-11
218,6,7.82,2020-10-16
194,34,5.15,2020-01-25
622,4,0.82,2020-08-02
912,49,12.16,2020-07-29
410,4,4.53,2020-01-30
55,6,87.4,2020-09-11
383,31,77.02,2020-08-03
721,50,95.59,2020-03-04
421,20,37.54,2020-02-02
513,24,58.25,2020-01-22
484,39,25.2,2020-08-01
580,48,28.38,2020-03-13
453,2,2.47,2020-07-18
750,40,50.83,2020-04-10
933,5,88.9,2020-03-27
607,39,26.78,2020-01-01
275,23,12.6,2020-06-15
602,45,50.93,2020-02-02
814,7,49.88,2020-06-29
333,50,63.3,2020-11-21
882,32,14.44,2020-09-20
472,11,18.65,2020-05-23
753,18,81.36,2020-02-22
277,19,44.08,2020-11-23
397,36,52.54,2020-02-03
741,15,18.68,2020-04-19
520,39,38.29,2020-04-06
141,18,77.24,2020-08-31
886,1,80.75,2020-11-19
806,7,28.41,2020-08-23
500,18,50.87,2020-03-05
716,40,11.65,2020-05-03
491,18,70.85,2020-09-26
356,21,69.77,2020-09-04
816,8,90.91,2020-04-13
527,42,40.01,2020-04-03
815,38,82.78,2020-05-22
571,35,59.96,2020-06-01
953,29,84.55,2020-10-07
943,30,85.92,2020-09-20
597,40,28.57,2020-01-05
774,42,65.66,2020-06-14
237,18,79.28,2020-03-08
563,42,78.46,2020-05-02
382,30,75.1,2020-02-25
964,26,96.13,2020-11-22
102,41,69.29,2020-05-22
905,36,88.61,2020-11-07
749,38,84.98,2020-04-15
644,29,82.28,2020-09-01
132,26,52.44,2020-12-09
658,46,1.15,2020-05-21
56,17,32.09,2020-08-12
220,34,72.95,2020-07-23
798,38,36.11,2020-03-23
712,40,87.54,2020-06-25
63,25,46.22,2020-03-24
626,43,4.51,2020-12-26
4,10,16.68,2020-05-08
910,34,99.91,2020-10-03
428,49,29.48,2020-11-06
77,5,71.53,2020-04-02
756,28,93.85,2020-01-13
63,2,78.33,2020-08-25
853,23,64.93,2020-07-16
796,45,94.19,2020-09-10
914,23,62.95,2020-05-23
239,8,41.33,2020-08-12
967,16,51.98,2020-07-11
67,48,94.0,2020-04-05
846,42,96.21,2020-09-09
5,2,7.39,2020-07-02
278,32,40.76,2020-05-02
106,47,17.57,2020-06-12
716,7,91.16,2020-01-20
801,14,54.54,2020-06-12
413,9,64.07,2020-08-27
788,3,27.39,2020-06-03
973,15,25.13,2020-09-23
530,35,73.76,2020-07-23
252,7,4.52,2020-08-31
424,7,5.92,2020-04-10
879,9,66.2,2020-10-26
137,46,70.95,2020-09-24
225,5,71.76,2020-10-09
639,45,34.61,2020-01-28
204,47,39.45,2020-01-17
702,4,56.59,2020-09-07
301,2,75.74,2020-09-24
141,18,60.56,2020-07-24
488,31,83.67,2020-05-04
847,29,74.63,2020-08-16
620,21,47.04,2020-04-23
578,35,28.29,2020-10-18
867,3,33.54,2020-12-22
484,38,81.73,2020-11-02
989,4,37.28,2020-07-05
688,4,65.83,2020-08-01
224,21,38.52,2020-12-28
503,17,58.94,2020-02-28
792,42,15.59,2020-05-18
379,34,9.01,2020-08-17
667,20,39.65,2020-06-05
288,49,44.52,2020-10-22
495,16,57.5,2020-01-21
345,29,57.25,2020-09-26
588,31,9.4,2020-06-20
324,47,3.14,2020-04-28
451,23,47.91,2020-07-07
844,18,32.26,2020-08-23
550,38,84.76,2020-07-01
357,33,29.05,2020-08-03
236,4,9.91,2020-08-17
690,16,48.31,2020-12-23
659,5,53.5,2020-10-05
565,20,0.77,2020-05-21
935,20,61.79,2020-02-21
503,25,72.97,2020-09-17
16,4,65.02,2020-01-27
253,31,4.44,2020-07-06
730,11,67.71,2020-07-11
164,30,7.65,2020-08-15
671,36,41.99,2020-02-10
174,38,43.97,2020-05-28
536,14,43.17,2020-04-27
623,5,36.47,2020-07-30
949,6,83.96,2020-05-12
390,17,9.08,2020-12-01
752,34,14.51,2020-07-25
447,4,49.88,2020-01-27
93,43,28.85,2020-11-19
798,47,34.03,2020-07-17
634,5,23.93,2020-07-12
853,3,82.31,2020-04-28
117,21,43.01,2020-09-14
784,18,92.72,2020-03-31
619,39,92.18,2020-06-20
2,3,40.72,2020-12-15
984,35,58.37,2020-07-15
404,6,44.0,2020-08-05
451,37,78.51,2020-10-11
409,42,87.58,2020-05-13
974,49,26.15,2020-07-08
444,12,41.71,2020-11-03
11,48,59.22,2020-09-24
415,5,84.36,2020-06-02
805,11,47.18,2020-08-22
220,23,24.06,2020-02-09
403,15,98.38,2020-06-15
180,26,29.32,2020-08-12
717,14,52.65,2020-12-06
584,27,66.1,2020-12-08
118,1,79.35,2020-09-22
608,39,46.14,2020-10-13
820,6,11.74,2020-03-16
595,31,58.94,2020-02-24
500,33,89.46,2020-10-07
409,45,7.54,2020-06-15
613,16,57.89,2020-09-15
625,14,66.56,2020-04-20
8,12,28.79,2020-02-22
131,35,0.16,2020-09-17
665,38,78.83,2020-09-01
726,10,44.25,2020-07-14
884,4,48.27,2020-02-19
659,38,23.04,2020-06-21
707,14,89.32,2020-08-12
318,41,43.77,2020-08-03
168,29,55.43,2020-08-17
12,31,92.54,2020-09-20
356,11,69.68,2020-03-28
426,11,33.34,2020-08-17
848,40,18.62,2020-12-08
874,49,65.84,2020-10-30
649,18,80.35,2020-03-09
996,35,13.58,2020-07-16
490,41,76.89,2020-08-01
461,32,64.55,2020-04-09
464,5,6.06,2020-07-23
616,35,59.88,2020-10-30
403,32,14.4,2020-05-27
684,43,86.83,2020-04-01
911,38,15.46,2020-09-03
778,4,13.8,2020-01-27
706,41,33.25,2020-10-12
